Interval,Frequency,Volume
0,525.0,530.0,535.0,540.0,545.0,550.0,555.0,560.0,510.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,525.0,530.0,535.0,540.0,545.0,550.0,555.0,560.0,510.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,525.0,530.0,535.0,540.0,545.0,550.0,555.0,560.0,510.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,525.0,530.0,535.0,540.0,545.0,550.0,555.0,560.0,510.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,525.0,530.0,535.0,540.0,545.0,550.0,555.0,560.0,510.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,525.0,530.0,535.0,540.0,545.0,550.0,555.0,560.0,510.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1000.0,830.0,330.0,825.0,500.0,1155.0,495.0,1160.0,990.0,995.0,2341.7535914222935,2364.718621912856,2403.2895748121387,2632.709490488273,2916.07155252053,2962.529570554514,3376.895264170082,3443.5365706501943,5272.584910136999,5527.27069778767
7,1000.0,1155.0,500.0,830.0,825.0,330.0,1160.0,495.0,990.0,995.0,2365.8083197832916,2376.0333742900357,2445.1200557588436,3074.1247090204183,3469.0753147129135,4597.8119211138,5336.179579512151,5529.389722622102,5870.961180329293,7808.087692282073
8,445.0,330.0,1160.0,990.0,220.0,885.0,495.0,440.0,995.0,1105.0,3946.971447390565,4054.198348377152,4146.3046111654,4606.825925752929,4627.523673170323,4745.1933071595295,4795.338477665751,5842.447909703142,6340.257105829525,6888.69821331269
9,530.0,260.0,1055.0,495.0,1105.0,440.0,995.0,790.0,525.0,265.0,4034.391153208033,4387.667488318866,4423.937176937741,4500.479474483826,4732.729911251279,4803.291787087187,5079.975578390594,6075.891252002943,6592.610662525873,6940.445588846443
10,1175.0,330.0,1180.0,885.0,665.0,295.0,1030.0,260.0,1055.0,790.0,4260.347649043037,4486.361885565177,4940.179505475,4961.720420658233,5519.204473490075,5963.716114537811,6196.306899593906,6458.410153505877,6478.070024280935,9571.65414148532
11,1180.0,330.0,670.0,795.0,665.0,1055.0,785.0,885.0,1030.0,295.0,5363.5884953417035,5423.550782415319,5656.233053856663,5766.939721766175,6756.404546028359,6795.942752434179,6856.285291194292,8143.890864339322,8756.396820546193,9484.512914875486
12,1000.0,590.0,1030.0,665.0,1055.0,885.0,295.0,525.0,440.0,790.0,6911.159809092589,6972.158846744781,7420.493172839602,7707.514554360977,7860.423274683541,8003.086190732683,8115.952674090279,8262.41836533751,8279.822275229373,10882.353349851852
13,1180.0,885.0,1030.0,220.0,330.0,335.0,295.0,440.0,665.0,525.0,5623.349363160729,5636.884503680311,5889.671421772351,6414.878250639244,6633.082207766805,7358.684410595954,7644.349108147614,7905.887248324685,8826.806608055012,11509.557543051484
14,265.0,665.0,880.0,220.0,980.0,590.0,530.0,225.0,790.0,885.0,5471.465293381624,6235.001896488803,6423.512835506559,6503.372649680629,6997.998762155901,7476.214062724785,7548.72373632132,7574.361717648561,8895.744178631561,9422.502439309392
15,1180.0,295.0,980.0,985.0,1105.0,525.0,590.0,790.0,220.0,885.0,5041.8703923663725,5124.649685209757,5274.271032050393,5309.496679897729,5914.850762588434,6903.240537814725,7644.203371676277,9673.30917533361,10862.823321576003,13497.529324690444
